WHO_Code,ADM0NAME,DateReport1,epiWeek,NewCases,NewDeaths,TotalCases,TotalDeaths
BAN,Bangladesh,26/07/2020,2020-30,2275,54,223453,2928
BAN,Bangladesh,27/07/2020,2020-31,2772,37,226225,2965
BAN,Bangladesh,28/07/2020,2020-31,2960,35,229185,3000
BAN,Bangladesh,29/07/2020,2020-31,3009,35,232194,3035
BAN,Bangladesh,30/07/2020,2020-31,2695,48,234889,3083
BAN,Bangladesh,31/07/2020,2020-31,2772,28,237661,3111
BAN,Bangladesh,01/08/2020,2020-31,2199,21,239860,3132
BAN,Bangladesh,02/08/2020,2020-31,886,22,240746,3154
BAN,Bangladesh,03/08/2020,2020-32,1356,30,242102,3184
BAN,Bangladesh,04/08/2020,2020-32,1918,50,244020,3234
BAN,Bangladesh,05/08/2020,2020-32,2654,33,246674,3267
BAN,Bangladesh,06/08/2020,2020-32,2977,39,249651,3306
BAN,Bangladesh,07/08/2020,2020-32,2851,27,252502,3333
BAN,Bangladesh,08/08/2020,2020-32,2611,32,255113,3365
BAN,Bangladesh,09/08/2020,2020-32,2487,34,257600,3399
BAN,Bangladesh,10/08/2020,2020-33,2907,39,260507,3438
BAN,Bangladesh,11/08/2020,2020-33,2996,33,263503,3471
BAN,Bangladesh,12/08/2020,2020-33,2995,42,266498,3513
BAN,Bangladesh,13/08/2020,2020-33,2617,44,269115,3557
BAN,Bangladesh,14/08/2020,2020-33,2766,34,271881,3591
BAN,Bangladesh,15/08/2020,2020-33,2644,34,274525,3625
BAN,Bangladesh,16/08/2020,2020-33,2024,32,276549,3657
BAN,Bangladesh,17/08/2020,2020-34,2595,37,279144,3694
BAN,Bangladesh,18/08/2020,2020-34,3200,46,282344,3740
BAN,Bangladesh,19/08/2020,2020-34,2747,41,285091,3781
BAN,Bangladesh,20/08/2020,2020-34,2868,41,287959,3822
BAN,Bangladesh,21/08/2020,2020-34,2401,39,290360,3861
BAN,Bangladesh,22/08/2020,2020-34,2265,46,292625,3907
BAN,Bangladesh,23/08/2020,2020-34,1973,34,294598,3941
BAN,Bangladesh,24/08/2020,2020-35,2485,42,297083,3983
BAN,Bangladesh,25/08/2020,2020-35,2545,45,299628,4028
BAN,Bangladesh,26/08/2020,2020-35,2519,54,302147,4082
BAN,Bangladesh,27/08/2020,2020-35,2436,45,304583,4127
BAN,Bangladesh,28/08/2020,2020-35,2211,47,306794,4174
BAN,Bangladesh,29/08/2020,2020-35,2131,32,308925,4206
BAN,Bangladesh,30/08/2020,2020-35,1897,42,310822,4248
BAN,Bangladesh,31/08/2020,2020-36,2174,33,312996,4281
BAN,Bangladesh,01/09/2020,2020-36,1950,35,314946,4316
BAN,Bangladesh,02/09/2020,2020-36,2582,35,317528,4351
BAN,Bangladesh,03/09/2020,2020-36,2158,32,319686,4383
BAN,Bangladesh,04/09/2020,2020-36,1929,29,321615,4412
BAN,Bangladesh,05/09/2020,2020-36,1950,35,323565,4447
BAN,Bangladesh,06/09/2020,2020-36,1592,32,325157,4479
BAN,Bangladesh,07/09/2020,2020-37,2202,37,327359,4516
BAN,Bangladesh,08/09/2020,2020-37,1892,36,329251,4552
BAN,Bangladesh,09/09/2020,2020-37,1827,41,331078,4593
BAN,Bangladesh,10/09/2020,2020-37,1892,41,332970,4634
BAN,Bangladesh,11/09/2020,2020-37,1792,34,334762,4668
BAN,Bangladesh,12/09/2020,2020-37,1282,34,336044,4702
BAN,Bangladesh,13/09/2020,2020-37,1476,31,337520,4733
BAN,Bangladesh,14/09/2020,2020-38,1812,26,339332,4759
BAN,Bangladesh,15/09/2020,2020-38,1724,43,341056,4802
BAN,Bangladesh,16/09/2020,2020-38,1615,21,342671,4823
BAN,Bangladesh,17/09/2020,2020-38,1593,36,344264,4859
BAN,Bangladesh,18/09/2020,2020-38,1541,22,345805,4881
BAN,Bangladesh,19/09/2020,2020-38,1567,32,347372,4913
BAN,Bangladesh,20/09/2020,2020-38,1544,26,348916,4939
BAN,Bangladesh,21/09/2020,2020-39,1705,40,350621,4979
BAN,Bangladesh,22/09/2020,2020-39,1557,28,352178,5007
BAN,Bangladesh,23/09/2020,2020-39,1666,37,353844,5044
BAN,Bangladesh,24/09/2020,2020-39,1540,28,355384,5072
BAN,Bangladesh,25/09/2020,2020-39,1383,21,356767,5093
BAN,Bangladesh,26/09/2020,2020-39,1106,36,357873,5129
BAN,Bangladesh,27/09/2020,2020-39,1275,32,359148,5161
BAN,Bangladesh,28/09/2020,2020-40,1407,32,360555,5193
BAN,Bangladesh,29/09/2020,2020-40,1488,26,362043,5219
BAN,Bangladesh,30/09/2020,2020-40,1436,32,363479,5251
BAN,Bangladesh,01/10/2020,2020-40,1508,21,364987,5272
BAN,Bangladesh,02/10/2020,2020-40,1396,33,366383,5305
BAN,Bangladesh,03/10/2020,2020-40,1182,20,367565,5325
BAN,Bangladesh,04/10/2020,2020-40,1125,23,368690,5348
BAN,Bangladesh,05/10/2020,2020-41,1442,27,370132,5375
BAN,Bangladesh,06/10/2020,2020-41,1499,30,371631,5405
BAN,Bangladesh,07/10/2020,2020-41,1520,35,373151,5440
BAN,Bangladesh,08/10/2020,2020-41,1441,20,374592,5460
BAN,Bangladesh,09/10/2020,2020-41,1278,17,375870,5477
BAN,Bangladesh,10/10/2020,2020-41,1203,23,377073,5500
BAN,Bangladesh,11/10/2020,2020-41,1193,24,378266,5524
BAN,Bangladesh,12/10/2020,2020-42,1472,31,379738,5555
BAN,Bangladesh,13/10/2020,2020-42,1537,22,381275,5577
BAN,Bangladesh,14/10/2020,2020-42,1684,16,382959,5593
BAN,Bangladesh,15/10/2020,2020-42,1600,15,384559,5608
BAN,Bangladesh,16/10/2020,2020-42,1527,15,386086,5623
BAN,Bangladesh,17/10/2020,2020-42,1209,23,387295,5646
BAN,Bangladesh,18/10/2020,2020-42,1274,14,388569,5660
BAN,Bangladesh,19/10/2020,2020-43,1637,21,390206,5681
BAN,Bangladesh,20/10/2020,2020-43,1380,18,391586,5699
BAN,Bangladesh,21/10/2020,2020-43,1545,24,393131,5723
BAN,Bangladesh,22/10/2020,2020-43,1696,24,394827,5747
BAN,Bangladesh,23/10/2020,2020-43,1586,14,396413,5761
BAN,Bangladesh,24/10/2020,2020-43,1094,19,397507,5780
BAN,Bangladesh,25/10/2020,2020-43,1308,23,398815,5803
BAN,Bangladesh,26/10/2020,2020-44,1436,15,400251,5818
BAN,Bangladesh,27/10/2020,2020-44,1335,20,401586,5838
BAN,Bangladesh,28/10/2020,2020-44,1493,23,403079,5861
BAN,Bangladesh,29/10/2020,2020-44,1681,25,404760,5886
BAN,Bangladesh,30/10/2020,2020-44,1604,19,406364,5905
BAN,Bangladesh,31/10/2020,2020-44,1320,18,407684,5923
BAN,Bangladesh,01/11/2020,2020-44,1568,18,409252,5941
BAN,Bangladesh,02/11/2020,2020-45,1736,25,410988,5966
BAN,Bangladesh,03/11/2020,2020-45,1659,17,412647,5983
BAN,Bangladesh,04/11/2020,2020-45,1517,21,414164,6004
BAN,Bangladesh,05/11/2020,2020-45,1842,17,416006,6021
BAN,Bangladesh,06/11/2020,2020-45,1469,15,417475,6036
BAN,Bangladesh,07/11/2020,2020-45,1289,13,418764,6049
BAN,Bangladesh,08/11/2020,2020-45,1474,18,420238,6067
BAN,Bangladesh,09/11/2020,2020-46,1683,25,421921,6092
BAN,Bangladesh,10/11/2020,2020-46,1699,16,423620,6108
BAN,Bangladesh,11/11/2020,2020-46,1733,19,425353,6127
BAN,Bangladesh,12/11/2020,2020-46,1845,13,427198,6140
BAN,Bangladesh,13/11/2020,2020-46,1767,19,428965,6159
BAN,Bangladesh,14/11/2020,2020-46,1531,14,430496,6173
BAN,Bangladesh,15/11/2020,2020-46,1837,21,432333,6194
BAN,Bangladesh,16/11/2020,2020-47,2139,21,434472,6215
BAN,Bangladesh,17/11/2020,2020-47,2212,39,436684,6254
BAN,Bangladesh,18/11/2020,2020-47,2111,21,438795,6275
BAN,Bangladesh,19/11/2020,2020-47,2364,30,441159,6305
BAN,Bangladesh,20/11/2020,2020-47,2275,17,443434,6322
BAN,Bangladesh,21/11/2020,2020-47,1847,28,445281,6350
BAN,Bangladesh,22/11/2020,2020-47,2060,38,447341,6388
BAN,Bangladesh,23/11/2020,2020-48,2419,28,449760,6416
BAN,Bangladesh,24/11/2020,2020-48,2230,32,451990,6448
BAN,Bangladesh,25/11/2020,2020-48,2156,39,454146,6487
BAN,Bangladesh,26/11/2020,2020-48,2292,37,456438,6524
BAN,Bangladesh,27/11/2020,2020-48,2273,20,458711,6544
BAN,Bangladesh,28/11/2020,2020-48,1908,36,460619,6580
BAN,Bangladesh,29/11/2020,2020-48,1788,29,462407,6609
BAN,Bangladesh,30/11/2020,2020-49,2525,35,464932,6644
BAN,Bangladesh,01/12/2020,2020-49,2293,31,467225,6675
BAN,Bangladesh,02/12/2020,2020-49,2198,38,469423,6713
BAN,Bangladesh,03/12/2020,2020-49,2316,35,471739,6748
BAN,Bangladesh,04/12/2020,2020-49,2252,24,473991,6772
BAN,Bangladesh,05/12/2020,2020-49,1888,35,475879,6807
BAN,Bangladesh,06/12/2020,2020-49,1666,31,477545,6838
BAN,Bangladesh,07/12/2020,2020-50,2198,36,479743,6874
BAN,Bangladesh,08/12/2020,2020-50,2202,32,481945,6906
BAN,Bangladesh,09/12/2020,2020-50,2159,24,484104,6930
BAN,Bangladesh,10/12/2020,2020-50,1861,37,485965,6967
BAN,Bangladesh,11/12/2020,2020-50,1884,19,487849,6986
BAN,Bangladesh,12/12/2020,2020-50,1329,34,489178,7020
BAN,Bangladesh,13/12/2020,2020-50,1355,32,490533,7052
BAN,Bangladesh,14/12/2020,2020-51,1799,37,492332,7089
BAN,Bangladesh,15/12/2020,2020-51,1877,40,494209,7129
BAN,Bangladesh,16/12/2020,2020-51,1632,27,495841,7156
BAN,Bangladesh,17/12/2020,2020-51,1134,36,496975,7192
BAN,Bangladesh,18/12/2020,2020-51,1318,25,498293,7217
BAN,Bangladesh,19/12/2020,2020-51,1267,25,499560,7242
BAN,Bangladesh,20/12/2020,2020-51,1153,38,500713,7280
BAN,Bangladesh,21/12/2020,2020-52,1470,32,502183,7312
BAN,Bangladesh,22/12/2020,2020-52,1318,17,503501,7329
BAN,Bangladesh,23/12/2020,2020-52,1367,30,504868,7359
BAN,Bangladesh,24/12/2020,2020-52,1234,19,506102,7378
BAN,Bangladesh,25/12/2020,2020-52,1163,20,507265,7398
BAN,Bangladesh,26/12/2020,2020-52,834,30,508099,7428
BAN,Bangladesh,27/12/2020,2020-52,1049,24,509148,7452
BAN,Bangladesh,28/12/2020,2020-53,932,27,510080,7479
BAN,Bangladesh,29/12/2020,2020-53,1181,30,511261,7509
BAN,Bangladesh,30/12/2020,2020-53,1235,22,512496,7531
BAN,Bangladesh,31/12/2020,2020-53,1014,28,513510,7559
BAN,Bangladesh,01/01/2021,2020-53,990,17,514500,7576
BAN,Bangladesh,02/01/2021,2020-53,684,23,515184,7599
BAN,Bangladesh,03/01/2021,2020-53,835,27,516019,7626
BAN,Bangladesh,04/01/2021,2021-01,910,24,516929,7650
BAN,Bangladesh,05/01/2021,2021-01,991,20,517920,7670
BAN,Bangladesh,06/01/2021,2021-01,978,17,518898,7687
BAN,Bangladesh,07/01/2021,2021-01,1007,31,519905,7718
BAN,Bangladesh,08/01/2021,2021-01,785,16,520690,7734
BAN,Bangladesh,09/01/2021,2021-01,692,22,521382,7756
BAN,Bangladesh,10/01/2021,2021-01,1071,25,522453,7781
BAN,Bangladesh,11/01/2021,2021-02,849,22,523302,7803
BAN,Bangladesh,12/01/2021,2021-02,718,16,524020,7819
BAN,Bangladesh,13/01/2021,2021-02,890,14,524910,7833
BAN,Bangladesh,14/01/2021,2021-02,813,16,525723,7849
BAN,Bangladesh,15/01/2021,2021-02,762,13,526485,7862
BAN,Bangladesh,16/01/2021,2021-02,578,21,527063,7883
BAN,Bangladesh,17/01/2021,2021-02,569,23,527632,7906
BAN,Bangladesh,18/01/2021,2021-03,697,16,528329,7922
BAN,Bangladesh,19/01/2021,2021-03,702,20,529031,7942
BAN,Bangladesh,20/01/2021,2021-03,656,8,529687,7950
BAN,Bangladesh,21/01/2021,2021-03,584,16,530271,7966
BAN,Bangladesh,22/01/2021,2021-03,619,15,530890,7981
BAN,Bangladesh,23/01/2021,2021-03,436,22,531326,8003
